"Nr_Arrest","naam","new_tags"
"1415/0428","Patrick","VWP toont niet aan rechtsgeldige beslissing genomen te hebben om in rechte te treden ("
"1415/0428","Patrick","Navigator)"
"1415/0429","Patrick","Verworpen (samenhang met 1415/0422; 1415/0424; 1415/0425; 1415/0428; 1415/0421)"
"1415/0429","Patrick","Artikel 17 PB"
"1415/0429","Patrick","Registratie doet niet af aan beoordeling ontvankelijkheid ("
"1415/0429","Patrick","Navigator)"
"1415/0429","Patrick","CBS"
"1415/0429","Patrick","Artikel 4.8.11, §1, eerste lid, 2° VCRO"
"1415/0429","Patrick","Hoedanigheid CBS"
"1415/0429","Patrick","Beslissing om in rechte te treden niet conform meerderheidsvereisten "
"1415/0429","Patrick","Gemeentedecreet ("
"1415/0429","Patrick","Navigator)"
"1415/0429","Patrick","Exceptie TSP"
"1415/0429","Patrick","VWP toont niet aan rechtsgeldige beslissing genomen te hebben om in rechte te treden ("
"1415/0429","Patrick","Navigator)"
"1617/0620","Patrick","Vernietiging"
"1617/0620","Patrick","Artikelen 4.4.10 en 4.4.13 VCRO"
"1617/0620","Patrick","Herbouwen op eenzelfde plaats"
"1617/0620","Patrick","Regularisatie niet mogelijk"
"1617/0620","Patrick","Artikelen 4.4.10, 4.4.20 en 4.4.13 VCRO"
"1617/0620","Patrick","Regularisatie van herbouw"
"1617/0620","Patrick","Toetsing voorwaarden herbouw niet-bestaande woning (artikel 4.4.20, § 1 VCRO) niet gebeurd"
"1617/0620","Patrick","Toepassing artikel 4.2.24 VCRO kan niet tot een andere conclusie leiden ("
"1617/0620","Patrick","Navigator)"
"1617/0620","Patrick","Artikel 21, §7 DBRC-decreet"
"1617/0620","Patrick","TSK kan niet gehouden worden tot RPV"
"1617/0467","Sacha","Vernietiging"
"1617/0467","Sacha","Herstelbeslissing (stedenbouwkundige vergunning)"
"1617/0467","Sacha","Artikel 4.3.1, § 2, eerste lid VCRO"
"1617/0467","Sacha","Verzwaarde motiveringsplicht (M.i. ok: “"
"1617/0467","Sacha","Dit is des te meer het geval wanneer zoals in casu het verslag van de provinciale stedenbouwkundige ambtenaar bij het hernemen van het dossier nogmaals andersluidende motieven of vaststellingen bevat”)"
"1617/0467","Sacha","Andersluidende relevante motivering PSA-verslag ontmoeten"
"1617/0467","Sacha","("
"1617/0467","Sacha","Herhaling van motivering besloten in) "
"1617/0467","Sacha","Gezag van gewijsde"
"1617/0467","Sacha","Bouwtypologie, bouwdiepte en parkeerplaatsen"
"1617/0467","Sacha","Niet afdoende gemotiveerd"
"1617/0740","Lore","Vernietiging (samenhang 1617/0224)"
"1617/0740","Lore","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1617/0740","Lore","Derde-belanghebbende"
"1617/0740","Lore","Bewoner in de verkaveling"
"1617/0740","Lore","Verdere opsplitsing loten"
"1617/0740","Lore","Inboeten woon- en leefkwaliteit"
"1617/0740","Lore","Onderscheid belang/hoogdringendheid in S-arrest ("
"1617/0740","Lore","Navigator)"
"1617/0740","Lore","Artikel 159 GW geldt niet voor bestuursorganen"
"1617/0740","Lore","Onbestaande rechtshandeling niet aangevoerd"
"1617/0740","Lore","Raad onderzoekt onwettigheid verkavelingswijziging als determinerende rechtsgrond"
"1617/0740","Lore","Vernietiging verkavelingswijziging in arrest met dossiernr. 1617/0224"
"1617/0740","Lore","Verval determinerende rechtsgrond"
"1617/0740","Lore","MO3: materiële vergissing zonder impact op de beoordeling"
"1617/0224","Lore","Vernietiging"
"1617/0224","Lore","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1617/0224","Lore","Derde-belanghebbende"
"1617/0224","Lore","Bewoner in de verkaveling"
"1617/0224","Lore","Verdere opsplitsing loten"
"1617/0224","Lore","Inboeten woon- en leefkwaliteit"
"1617/0224","Lore","Feit gesteund te worden door andere eigenaars maakt geen actio popularis uit ("
"1617/0224","Lore","Navigator)"
"1617/0224","Lore","Artikel 4.3.1, §1, eerste lid, 1°, b) en §2, eerste lid VCRO"
"1617/0224","Lore","Verkavelingsvergunningswijziging"
"1617/0224","Lore","Andersluidende adviezen (waaronder PSA-verslag) en eerdere weigeringsbeslissing"
"1617/0224","Lore","Verzwaarde motiveringsplicht"
"1617/0224","Lore","Tegengeld standpunt doet niet blijken van een in concreto toetsing inpasbaarheid, precedentswaarde en erfgoedwaarde"
"1617/0224","Lore","Artikel 4.6.7, §2 VCRO"
"1617/0224","Lore","Bezwaren wel degelijk onderzocht"
"1617/0224","Lore","BB niet afdoende gemotiveerd: "
"1617/0224","Lore","Terugverwijzing naar MO1 inzake artikel 4.3.1, §1 VCRO en verzwaarde motiveringsplicht"
"1617/0659","Jens","Vernietiging"
"1617/0659","Jens","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1617/0659","Jens","Derde-belanghebbende"
"1617/0659","Jens","Impact lichten en zichten op “eigendom” rechtspersoon"
"1617/0659","Jens","In WA verduidelijkt dat het om een minwaarde gaat"
"1617/0659","Jens","geen uitbreiding ("
"1617/0659","Jens","Navigator)"
"1617/0659","Jens","Huurder ondergaat wel zintuiglijke hinder"
"1617/0659","Jens","Artikel 4.3.1, §1, eerste lid, 1°, a) VCRO"
"1617/0659","Jens","Afwijken van een RUP"
"1617/0659","Jens","Artikel 4.4.1, §1 VCRO"
"1617/0659","Jens","Bouwdiepte"
"1617/0659","Jens","Contextuele interpretatie in het licht van andere bepalingen van hetzelfde RUP"
"1617/0659","Jens","Afwijking van essentiële elementen ("
"1617/0659","Jens","Navigator)"
"1617/0659","Jens","Artikel 21, §7, zesde lid DBRC-decreet"
"1617/0659","Jens","Geen RPV ten voordele of ten nadele van TSK"
"1617/0659","Jens","RPV ten laste van VWP"
"1516/0362","Ingrid","Afstand van geding"
"1516/0362","Ingrid","Bekrachting bemiddelingsakkoord"
"1516/0362","Ingrid","Artikel 42, §3 DBRC-decreet"
"1516/0362","Ingrid","Verdeling kosten over de partijen"
"1617/0587","Sacha","Ongegrond"
"1617/0587","Sacha","Artikel 4.4.2 bijlage 3/1 middelhoge gebouwen KB brandpreventienormen"
"1617/0587","Sacha","Vanuit GRO kan VWP strengere eisen opleggen ("
"1617/0587","Sacha","Navigator)"
"1617/0587","Sacha","Artikelen 4.2.19 en 4.3.1, §1, tweede lid VCRO"
"1617/0587","Sacha","Proportionele voorwaarde"
"1617/0587","Sacha","Onevenredigheid, onredelijkheid, onzorgvuldigheid niet aangetoond"
"1617/0587","Sacha","Standpunt CBS is geen vertrouwen wekkende handeling in de zin van het vertrouwensbeginsel"
"1718/0156","Annelore","Onontvankelijk"
"1718/0156","Annelore","Artikel 21 DBRC-decreet"
"1718/0156","Annelore","Rolrecht TSK niet betaald"
"1718/0156","Annelore","Zonder voorwerp"
"1718/0156","Annelore","Koppelingsregeling"
"1718/0156","Annelore","Artikel 33 DBRC-decreet"
"1718/0156","Annelore","Ten laste van TSK/aanvrager"
"1718/0160","Annelore","Onontvankelijk"
"1718/0160","Annelore","Artikel 21 DBRC-decreet"
"1718/0160","Annelore","Rolrecht TSK niet betaald"
"1718/0160","Annelore","Zonder voorwerp"
"1718/0160","Annelore","Koppelingsregeling"
"1718/0160","Annelore","Artikel 33 DBRC-decreet"
"1718/0160","Annelore","Ten laste van TSK/aanvrager"
"1718/0164","Annelore","Onontvankelijk"
"1718/0164","Annelore","Artikel 21 DBRC-decreet"
"1718/0164","Annelore","Rolrecht TSK niet betaald"
"1718/0164","Annelore","Zonder voorwerp"
"1718/0164","Annelore","Koppelingsregeling"
"1718/0164","Annelore","Artikel 33 DBRC-decreet"
"1718/0164","Annelore","Ten laste van TSK/aanvrager"
"1415/0428","Patrick","Samenhang met 1415/0422, 1415/0424, 1415/0425, 1415/0421 en 1415/0429"
"1415/0428","Patrick","Onontvankelijk"
"1415/0428","Patrick","Hoedanigheid CBS met raadsman"
"1415/0428","Patrick","Registratie doet niet af aan beoordeling ontvankelijkheid (navigator)"
"1415/0428","Patrick","Beslissing om in rechte te treden"
"1415/0428","Patrick","Exceptie TSP"
"1415/0428","Patrick","VWP toont niet aan rechtsgeldige beslissing genomen te hebben om in rechte te treden (navigator)"
"1415/0429","Patrick","Samenhang met 1415/0422, 1415/0424, 1415/0425, 1415/0421 en 1415/0428"
"1415/0429","Patrick","Onontvankelijk"
"1415/0429","Patrick","Hoedanigheid CBS met raadsman"
"1415/0429","Patrick","Registratie doet niet af aan beoordeling ontvankelijkheid (navigator)"
"1415/0429","Patrick","Beslissing om in rechte te treden"
"1415/0429","Patrick","Exceptie TSP"
"1415/0429","Patrick","VWP toont niet aan rechtsgeldige beslissing genomen te hebben om in rechte te treden (navigator)"
"1415/0466","Tariq","Samenhangend met 1415/0484"
"1415/0466","Tariq","Schorsing verworpen"
"1415/0466","Tariq","MTHEN vs. hoogdringendheid"
"1415/0466","Tariq","Aantasting leefkwaliteit"
"1415/0484","Tariq","Samenhangend met 1415/0466"
"1415/0484","Tariq","Vernietiging"
"1415/0484","Tariq","Verzaking"
"1415/0484","Tariq","Vernietiging omwille van duidelijkheid"
"1415/0484","Tariq","Schorsing doelloos "
"1415/0484","Tariq","Kosten ten laste van tussenkomende partij"
"1415/0502","Arnout","Vernietiging"
"1415/0502","Arnout","Vordering LA"
"1415/0502","Arnout","Belang bij het middel –"
"1415/0502","Arnout","Gemeenschapsvoorzieningen en openbaar nut"
"1415/0502","Arnout","Commerciële fitness"
"1415/0502","Arnout","Louter winstbejag"
"1415/0502","Arnout","Geen handeling van algemeen belang"
"1516/0353","Jona","Vernietiging"
"1516/0353","Jona","Verkavelingswijziging"
"1516/0353","Jona","Nieuwe toegangsweg"
"1516/0353","Jona","Beslissing gemeenteraad vereist"
"1516/0353","Jona","Motivering post factum"
"1516/0312"," en 1516/0313Ingrid","Samenhangend met 1516/0356 "
"1516/0312"," en 1516/0313Ingrid","Vernietiging"
"1516/0312"," en 1516/0313Ingrid","Onontvankelijkheidsbeslissing I en vergunningsbeslissing II afzonderlijke BB"
"1516/0312"," en 1516/0313Ingrid","Samenvoeging bevolen"
"1516/0312"," en 1516/0313Ingrid","Belang omwonende"
"1516/0312"," en 1516/0313Ingrid","Onontvankelijkheidsbeslissing I"
"1516/0312"," en 1516/0313Ingrid","Uitputtingsvereiste II"
"1516/0312"," en 1516/0313Ingrid","Risico op tegenstrijdige beslissingen"
"1516/0312"," en 1516/0313Ingrid","I"
"1516/0312"," en 1516/0313Ingrid","Tijdigheid administratief beroep"
"1516/0312"," en 1516/0313Ingrid","Aanplakking"
"1516/0312"," en 1516/0313Ingrid","Attest"
"1516/0312"," en 1516/0313Ingrid","Vermelding verkeerde datum"
"1516/0312"," en 1516/0313Ingrid","Misleiding verzoekende partij (navigator)"
"1516/0312"," en 1516/0313Ingrid","Replieknota niet afdoende beantwoord"
"1516/0312"," en 1516/0313Ingrid","II"
"1516/0312"," en 1516/0313Ingrid","Ambtshalve middel in zaak tegen vergunningsbeslissing II"
"1516/0312"," en 1516/0313Ingrid","Nuttig effect injunctie in zaak I (navigator)"
"1516/0356","Ingrid","Samenhangend met 1516/0312 en 1516/0313"
"1516/0356","Ingrid","Onontvankelijk"
"1516/0356","Ingrid","Gebrek aan voorwerp ingevolge vernietiging in samenhangend dossier"
"1516/0356","Ingrid","Kosten ten laste van verwerende partij"
"1617/0342","Tariq","Samenhangend met 1617/0580 en 1617/0344"
"1617/0342","Tariq","Vernietiging"
"1617/0342","Tariq","Ontvankelijkheid tussenkomst"
"1617/0342","Tariq","CBS"
"1617/0342","Tariq","Vergunningverlenend bestuursorgaan"
"1617/0342","Tariq","Project-MER-screening"
"1617/0342","Tariq","Omzendbrief"
"1617/0342","Tariq","Screeningsplicht"
"1617/0342","Tariq","Geen afzonderlijke screeningsparagraaf vereist"
"1617/0342","Tariq","Beoordeling bezwaren"
"1617/0342","Tariq","Milieueffecten niet afdoende beoordeeld"
"1617/0342","Tariq","Begrip stadsontwikkelingsproject"
"1617/0344","Tariq","Samenhangend met 1617/0580 en 1617/0342"
"1617/0344","Tariq","Vernietiging"
"1617/0344","Tariq","Ontvankelijkheid tussenkomst"
"1617/0344","Tariq","CBS"
"1617/0344","Tariq","Vergunningverlenend bestuursorgaan"
"1617/0344","Tariq","Belang"
"1617/0344","Tariq","Inmiddels alternatieve vergunning"
"1617/0344","Tariq","Geen uitdrukkelijke verzaking"
"1617/0344","Tariq","Behoud actueel belang"
"1617/0344","Tariq","Project-MER-screening"
"1617/0344","Tariq","Omzendbrief"
"1617/0344","Tariq","Screeningsplicht"
"1617/0344","Tariq","Geen afzonderlijke screeningsparagraaf vereist"
"1617/0344","Tariq","Begrip stadsontwikkelingsproject"
"1617/0344","Tariq","Milieueffecten niet afdoende beoordeeld"
"1617/0580","Tariq","Samenhangend met 1617/0342 en 1617/0344"
"1617/0580","Tariq","Vernietiging"
"1617/0580","Tariq","Project-MER-screening"
"1617/0580","Tariq","Omzendbrief"
"1617/0580","Tariq","Screeningsplicht ––"
"1617/0580","Tariq","Milieueffecten niet afdoende beoordeeld"
"1617/0580","Tariq","Reductie aantal appartementen stadsontwikkelingsproject"
"1617/0580","Tariq","Basisvergunning vernietigd"
"1718/0033","Sacha","Vernietiging"
"1718/0033","Sacha","Verzaking"
"1718/0033","Sacha","Vernietiging omwille van duidelijkheid"
"1718/0033","Sacha","Kosten ten laste van tussenkomende partij"
"1718/0033","Sacha","Geen RPV (navigator)"
"1516/0696","Laura","Samenhangend met 1516/0700 en 1617/0650"
"1516/0696","Laura","Tussenarrest"
"1516/0696","Laura","Verlenging bemiddelingstermijn"
"1516/0696","Laura","Opdracht bemiddelaar"
"1516/0700","Laura","Samenhangend met 1516/0696 en 1617/0650"
"1516/0700","Laura","Tussenarrest"
"1516/0700","Laura","Verlenging bemiddelingstermijn"
"1516/0700","Laura","Opdracht bemiddelaar"
"1617/0259","en 1617/0276Sacha","Vernietiging"
"1617/0259","en 1617/0276Sacha","Samenvoeging WT"
"1617/0259","en 1617/0276Sacha","Nabijgelegen vennootschap"
"1617/0259","en 1617/0276Sacha","Belang aanvaard"
"1617/0259","en 1617/0276Sacha","Hinder voor werknemers "
"1617/0259","en 1617/0276Sacha","Belang bij het middel"
"1617/0259","en 1617/0276Sacha","Principiële ondeelbaarheid vergunning"
"1617/0259","en 1617/0276Sacha","Strijdigheid met planologische voorschriften"
"1617/0259","en 1617/0276Sacha","Ligging buiten RUP"
"1617/0259","en 1617/0276Sacha","Agrarisch gebied"
"1617/0259","en 1617/0276Sacha","Geen afwijking toegestaan"
"1617/0259","en 1617/0276Sacha","Beoordeling goede RO"
"1617/0259","en 1617/0276Sacha","Voorschriften laten appreciatiemarge"
"1617/0259","en 1617/0276Sacha","MV vs. SV"
"1617/0259","en 1617/0276Sacha","Screening vs. goede RO"
"1617/0259","en 1617/0276Sacha","Slagschaduw en geluidshinder"
"1617/0259","en 1617/0276Sacha","Voorwaarde opgelegd in MV"
"1617/0259","en 1617/0276Sacha","Niet foutief/onredelijk"
"1617/0259","en 1617/0276Sacha","Cultuur-historische impact"
"1617/0259","en 1617/0276Sacha","Gezag van gewijsde"
"1617/0259","en 1617/0276Sacha","Visuele impact"
"1617/0259","en 1617/0276Sacha","Geen afdoende motivering"
"1617/0259","en 1617/0276Sacha","Advies niet actueel "
"1617/0259","en 1617/0276Sacha","Actualiteit aanvraag"
"1617/0259","en 1617/0276Sacha","Regularisatievergunning en samenstelling aanvraagdossier"
"1617/0259","en 1617/0276Sacha","Niet laten leiden door voldongen feiten (navigator)"
"1617/0259","en 1617/0276Sacha","Watertoets"
"1617/0259","en 1617/0276Sacha","Actualiteit wateradvies"
"1617/0259","en 1617/0276Sacha","Wijziging overstromingskaart"
"1617/0259","en 1617/0276Sacha","Nieuw advies vereist (navigator)M.e.r.-screening"
"1617/0259","en 1617/0276Sacha","Herstelbeslissing"
"1617/0259","en 1617/0276Sacha","Actualiteitstoets vereist (navigator)"
"1617/0259","en 1617/0276Sacha","Injunctie"
"1617/0259","en 1617/0276Sacha","Nieuwe adviezen vereist"
"1617/0259","en 1617/0276Sacha","Hersteltermijn 6 maanden"
"1617/0303","Lieselotte","Samenhangend met 1617/0306"
"1617/0303","Lieselotte","Ongegrond"
"1617/0303","Lieselotte","Zendmast"
"1617/0303","Lieselotte","Omwonenden"
"1617/0303","Lieselotte","Belang <U+2260> MTHEN"
"1617/0303","Lieselotte","Waardevermindering rechtspersoon"
"1617/0303","Lieselotte","Draagwijdte tussenkomst"
"1617/0303","Lieselotte","Goede RO"
"1617/0303","Lieselotte","Visuele impact zendmast"
"1617/0303","Lieselotte","Afdoende onderzocht"
"1617/0303","Lieselotte","Geen schending gezag van gewijsde"
"1617/0303","Lieselotte","Gezondheidsaspect"
"1617/0303","Lieselotte","Verwijzing naar conformiteitsattest"
"1617/0303","Lieselotte","Wettigheid "
"1617/0303","Lieselotte","Vlarem"
"1617/0303","Lieselotte","Bevoegdheid gewest"
"1617/0303","Lieselotte","Adviesplicht (navigator)"
"1617/0303","Lieselotte","Gebrek aan vervalregeling"
"1617/0303","Lieselotte","Geen schending gelijkheidsbeginsel"
"1617/0303","Lieselotte","Actualiteit conformiteitsattest (navigator)"
"1617/0303","Lieselotte","D’"
"1617/0303","Lieselotte","Oultrement"
"1617/0303","Lieselotte","Plan-MER-plicht "
"1617/0303","Lieselotte","Vlarem"
"1617/0303","Lieselotte","Middelenonderdeel in WA"
"1617/0303","Lieselotte","Laattijdig (navigator) "
"1617/0303","Lieselotte","Site-sharing"
"1617/0303","Lieselotte","Inspanningsverbintenis operator"
"1617/0303","Lieselotte","Geen alternatievenonderzoek vereist"
"1617/0303","Lieselotte","Kennisgeving operatoren "
"1617/0303","Lieselotte","Exceptie in laatste SU verworpen"
"1617/0303","Lieselotte","Cultuur-historische aspecten"
"1617/0303","Lieselotte","Naburig monument"
"1617/0303","Lieselotte","Afdoende onderzocht"
"1617/0303","Lieselotte","Adviesplicht agentschap OE"
"1617/0303","Lieselotte","Verdrag van "
"1617/0303","Lieselotte","Granada"
"1617/0303","Lieselotte","Omgezet naar intern recht (navigator)"
"1617/0303","Lieselotte","Voorwaarden"
"1617/0303","Lieselotte","Groenscherm weergegeven op de plannen"
"1617/0303","Lieselotte","Afdoende duidelijk"
"1617/0303","Lieselotte","Onuitvoerbaarheid niet aangetoond"
"1617/0306","Lieselotte","Samenhangend met 1617/0306"
"1617/0306","Lieselotte","Ongegrond"
"1617/0306","Lieselotte","Onderzoek tijdigheid"
"1617/0306","Lieselotte","Betekening bestreden beslissing"
"1617/0306","Lieselotte","Beoordeling goede RO"
"1617/0306","Lieselotte","Visuele impact zendmast"
"1617/0306","Lieselotte","Afdoende onderzocht"
"1617/0306","Lieselotte","Geen schending gezag van gewijsde"
"1617/0306","Lieselotte","Groenscherm (navigator)"
"1617/0306","Lieselotte","Gezondheidsaspect"
"1617/0306","Lieselotte","Verwijzing naar conformiteitsattest"
"1617/0306","Lieselotte","Artikel 23 "
"1617/0306","Lieselotte","Gw. (navigator)"
"1617/0457","Laura","Afstand"
"1617/0650","Laura","Samenhangend met 1516/0696 en 1516/0700"
"1617/0650","Laura","Tussenarrest"
"1617/0650","Laura","Verlenging bemiddelingstermijn"
"1617/0650","Laura","Opdracht bemiddelaar"
"1617/0650","Laura","Vermelding bemiddelingsvergoeding"
"1718/0569","Claire","Samenhangend met 1718/0569/UDN"
"1718/0569","Claire","Schorsing verworpen"
"1718/0569","Claire","Geen ernstig middel"
"1718/0569","Claire","Verbouwing woning"
"1718/0569","Claire","Beoordeling goede RO"
"1718/0569","Claire","Herneming bezwaren"
"1718/0569","Claire","Niet foutief/onredelijk geoordeeld"
"1617/0535","Thibault","Ongegrond "
"1617/0535","Thibault","Regelmatigheid van RP"
"1617/0535","Thibault","Tijdigheid laatste SU"
"1617/0535","Thibault","Belang eigenaar naburig perceel (navigator)"
"1617/0535","Thibault","Geen belang bij het middel"
"1617/0535","Thibault","Andere stedenbouwkundige vergunningen verleend"
"1617/0535","Thibault","Statuut wegenis kan niet meer in vraag worden gesteld "
