"Nr_Arrest","naam","Trefwoorden"
"4 Nathali","e","/"
"1617/0563","Annelore","Verwerping vernietiging "
"1617/0563","Annelore","OngegrondHerstelbeslissing Artikel 5.1.1.0. Inrichtingsbesluit"
"1617/0563","Annelore"," Afbakening grens woongebied/agrarisch gebied "
"1617/0563","Annelore","Zorgvuldige grensbepaling "
"1617/0563","Annelore","Nieuw opmetingsplan door landmeter in beoordeling betrokken "
"1617/0563","Annelore","Niet aangetoond dat de motivering foutief of onzorgvuldig zou zijn."
"1617/0358","Thibault","Afstand van geding"
"1718/0189","Thibault","Afstand van geding"
"1415/0709","Saartje","Vernietiging (na Cassatie)de functiewijziging van een landbouwgebouw naar wonen en de verbouwing en uitbreiding ervanArtikel 4.8.11, § 1, eerste lid, 2° VCRO"
"1415/0709","Saartje","  Betrokken vergunningverlenend bestuursorgaan heeft belang van rechtwege Artikel 4.7.23 VCRO "
"1415/0709","Saartje","Zonevreemde functiewijziging "
"1415/0709","Saartje","Niet gesloopte te slopen woning"
"1415/0709","Saartje"," Gebouwencomplex kan niet als hoofdzakelijk vergund worden beschouwd. Kosten- RPV"
"1415/0709","Saartje"," PV à GwH "
"1415/0709","Saartje","VZP dringt niet langer aan op het stellen van de vraag"
"1617/0591","Sacha","Vernietiging (Functiewijziging van paardenmanege naar dierenpension voor honden en katten) Artikel 21 DBRC-Decreet"
"1617/0591","Sacha","  Artikel 6 Procedurebesluit "
"1617/0591","Sacha","Laattijdige betaling rolrecht M1"
"1617/0591","Sacha"," Artikel 11.4.1 Inrichtingsbesluit "
"1617/0591","Sacha","Agrarisch gebied "
"1617/0591","Sacha","Agrarisch of para-agrarisch bedrijf "
"1617/0591","Sacha","Andersluidend oordeel in eerste aanleg"
"1617/0591","Sacha","  Verstrengde motiveringsplicht "
"1617/0591","Sacha","Advies L & V "
"1617/0591","Sacha","Bijhouden van honden en katten zonder dienstverlening kan beschouwd worden als landbouw- aanverwant [Navigator]Artikel 4.4.23 VCRO "
"1617/0591","Sacha","Zonevreemde functiewijziging "
"1617/0591","Sacha","Regularisatie "
"1617/0591","Sacha","artikel 4.1.1, 7° VCRO"
"1617/0591","Sacha"," Hoofdzakelijk vergund karakter, ook naar functie.M2 en M3"
"1617/0591","Sacha"," Artikel 4.7.14, §1 VCRO"
"1617/0591","Sacha"," Besluit dossiersamenstelling "
"1617/0591","Sacha","Openbaar onderzoek "
"1617/0591","Sacha","Uitgebreide dossiersamenstelling vereist"
"1617/0591","Sacha","  Onvolledigheid van de aanvraag "
"1617/0591","Sacha","Ontbreken van plannen"
"1617/0591","Sacha"," Essentiële aanvullingen in graad van beroep. M4 "
"1617/0591","Sacha","Artikel 4.3.1.VCRO "
"1617/0591","Sacha","Beoordeling goede RO "
"1617/0591","Sacha","Hinderaspecten "
"1617/0591","Sacha","Geluidshinder "
"1617/0591","Sacha","Geurhinder "
"1617/0591","Sacha","Onzorgvuldig onderzoek "
"1617/0591","Sacha","Bezwaren niet afdoende beantwoord "
"1617/0591","Sacha","Niet afdoende motivering M5 "
"1617/0591","Sacha","Artikel 4.7.23 VCRO "
"1617/0591","Sacha","PSA verslag afdoende betrokken in de beoordeling door overname M6- Artikel 4.2.19 VCRO "
"1617/0591","Sacha","Voorwaarde niet voldoende precies "
"1617/0591","Sacha","vrije keuze inplantingsplaats."
"1617/0641","Lore","Verwerping vernietiging "
"1617/0641","Lore","Ongegrond (Regularisatievergunning voor de verbouwing van een zonevreemde woning) "
"1617/0641","Lore","Herstelbeslissing Artikel 21, §1, derde lid DBRC-decreet "
"1617/0641","Lore","Laattijdige betaling rolrecht TSKPen "
"1617/0641","Lore","Geen schending rechten van verdediging "
"1617/0641","Lore","Arrest GwH "
"1617/0641","Lore","Termijn van 15 dagen niet te kort.M1- Artikel 4.4.10 VCRO "
"1617/0641","Lore","Het al dan niet verkort karakter"
"1617/0641","Lore"," Geen beroep tegen eerdere weigeringsbeslissing maakt eerdere beslissing niet noodzakelijk wettig "
"1617/0641","Lore","Opname in inventaris van ongeschikte en/of verwaarloosde gebouwen is slechts één beoordelingselement"
"1617/0641","Lore"," Stabiliteitswerken tonen niet noodzakelijk het verkrot karakter aan "
"1617/0641","Lore","Definitie verkrot "
"1617/0641","Lore","Artikel 4.1.1, 11° en 4.1.1, 15° VCRO Niet meer voldoen aan de elementaire eisen –Parlementaire voorbereiding "
"1617/0641","Lore","Reeds uitspraak over (zorgvuldigheid van het onderzoek) in voorgaand vernietigingsarrest "
"1617/0641","Lore","Geen structurele problemen aan de woning "
"1617/0641","Lore","Afdoende motivering. [Navigator ]M2- Artikel 4.3.1 VCRO "
"1617/0641","Lore","Beoordeling goede RO"
"1617/0641","Lore"," artikel 4.2.24, §4 VCRO "
"1617/0641","Lore","Regularisatievergunning"
"1617/0641","Lore"," Vage kritiek en louter tegengesteld standpunt-  Niet kennelijk onredelijk of onjuist "
"1617/0641","Lore","Afdoende motivering Artikel 21, §7 DBRC-Decreet "
"1617/0641","Lore","TSKP kan geen RPV genieten"
"1617/0641","Lore","  Afgewezen."
"1617.0615","Patrick","Samehang met 1617/0662Vernietiging  voor de duidelijkheid in het rechtsverkeerUitdrukkelijke verzaking aan de vergunning Kosten verdeeld over VZP en VWP (bij afwezigheid TSKP)"
"1617.0662","Patrick","Samenhang met 1617/0615Verwerping vernietiging "
"1617.0662","Patrick","Onontvankelijk Zonder voorwerp gelet op eerdere vernietiging Kosten verdeeld over de partijen."
"1718/0294","Arnout","Samenhang 1718.0265VernietigingEerste VZP "
"1718/0294","Arnout","Geen verzoek tot voorzetting "
"1718/0294","Arnout","Afstand van geding.Ontvankelijkheid "
"1718/0294","Arnout","Belang "
"1718/0294","Arnout","Vergunningverlenend bestuursorgaan heeft belang van rechtswege Artikel 59, §1 Procedurebesluit "
"1718/0294","Arnout","Korte debatten- Verklaring van niet uitvoering eerste vergunning "
"1718/0294","Arnout","Bekomen en uitvoering tweede vergunning "
"1718/0294","Arnout"," Impliciete verzaking"
"1718/0294","Arnout"," Vernietiging voor de duidelijkheid in het rechtsverkeer (zie EVR 14 augustus 2018)"
"1718/0265","Arnout","Samenhang 1718.0294Verwerping "
"1718/0265","Arnout","Zonder voorwerp wegens vernietiging in samenhangende zaak.Artikel 59, §1 Procedurebesluit "
"1718/0265","Arnout","Korte debattenKosten ten laste van tussenkomende partij (vergunninghouder wegens verzaking in de samenhangende zaak)"
"1617/0557","Annelore","Vernietiging "
"1617/0557","Annelore","Herstelbeslissing Bouw van 2 handelspanden op het gelijkvloers, 4 appartementen en 2 studio’s1e en 2de TSKPenOntvankelijkheid van de tussenkomst "
"1617/0557","Annelore","Tijdigheid"
"1617/0557","Annelore"," Artikel 61, §1 Procedurebesluit "
"1617/0557","Annelore","20 dagen na betekening "
"1617/0557","Annelore","Geen reden van overmacht of dwaling.3de TSKPOntvankelijkheid van de tussenkomst "
"1617/0557","Annelore","Tijdigheid "
"1617/0557","Annelore","Regularisatie genummerde inventaris "
"1617/0557","Annelore"," Verzoek wordt niet geacht te zijn ingediend. M1- Artikel 4.3.1 VCRO "
"1617/0557","Annelore","Beoordeling goede RO "
"1617/0557","Annelore","in de omgeving bestaande toestand"
"1617/0557","Annelore","  Andersluidend PSA "
"1617/0557","Annelore","verslag"
"1617/0557","Annelore","  Grootschalige bebouwing "
"1617/0557","Annelore"," Verenigbaar met de ruimere omgeving , maar niet met de onmiddellijke omgeving in het licht van het andersluidend PSA-verslag "
"1617/0557","Annelore","Niet afdoende weerlegging "
"1617/0557","Annelore","(wacht)gevel op de perceelsgrens. M2- Hinderaspecten "
"1617/0557","Annelore","Afdoende motivering (Ongegrond)"
"8 Pascal","","/"
"9 Geert","","/"
"1617/0208","","Vernietiging voor de duidelijkheid in het rechtsverkeerVerzaking aan vergunning Kosten verdeeld over de partijen aangezien de vergunninghouder niet tussen komt"
"1718/0299","Sacha","OnontvankelijkVereenvoudigde behandeling "
"1718/0299","Sacha","Handelszaak zonder rechtspersoonlijkheid "
"1718/0299","Sacha","Verantwoordingsnota ingediend"
"1516/0346","Tariq","VernietigingKinderboerderij "
"1516/0346","Tariq","Hinder en nadelen "
"1516/0346","Tariq","Omwonenden "
"1516/0346","Tariq","Woning te koop "
"1516/0346","Tariq","Actueel belang behouden "
"1516/0346","Tariq","Verkeershinder Onwettige voorwaarde "
"1516/0346","Tariq","Mobiliteitshinder "
"1516/0346","Tariq","Tijdelijke vergunning "
"1516/0346","Tariq","In afwachting van gewijzigde verkeerssituatie Regularisatievergunning "
"1516/0346","Tariq","Sluit handhaving niet uit "
"1516/0346","Tariq","In zoverre de werken niet worden uitgevoerd conform de vergunning Zonevreemde functiewijziging "
"1516/0346","Tariq","Kinderboerderij als hoofdfunctie "
"1516/0346","Tariq","Horeca als ondergeschikte functie "
"1516/0346","Tariq","Beperkt tot 100 m² "
"1516/0346","Tariq","Overschrijding is aspect van handhaving"
"1516/0711","Laura","VernietigingVerkavelingsvergunning "
"1516/0711","Laura","Beoordeling goede RO "
"1516/0711","Laura","Andersluidend PSA-verslag "
"1516/0711","Laura","Verstrengde motivering"
"1617/0401","Lieselotte","Samenhangend met 1617/0403, 1617/0408, 1617/0410, 1617/0414, 1617/0406, 1617/0353VernietigingRUP Uplace vernietigd door Raad van State "
"1617/0401","Lieselotte","Onwettige grondslag "
"1617/0401","Lieselotte","Openbare orde"
"1617/0403","Lieselotte","Samenhangend met 1617/0401, 1617/0408, 1617/0410, 1617/0414, 1617/0406, 1617/0353OnontvankelijkGebrek aan voorwerp door vernietiging in samenhangend dossierKosten ten laste van verwerende partij"
"1617/0408","Lieselotte","Samenhangend met 1617/0403, 1617/0401, 1617/0410, 1617/0414, 1617/0406, 1617/0353OnontvankelijkGebrek aan voorwerp door vernietiging in samenhangend dossierKosten ten laste van verwerende partij"
"1617/0410","Lieselotte","Samenhangend met 1617/0403, 1617/0408, 1617/0401, 1617/0414, 1617/0406, 1617/0353OnontvankelijkGebrek aan voorwerp door vernietiging in samenhangend dossierKosten ten laste van verwerende partij"
"1617/0414","Lieselotte","Samenhangend met 1617/0403, 1617/0408, 1617/0410, 1617/0401, 1617/0406, 1617/0353OnontvankelijkGebrek aan voorwerp door vernietiging in samenhangend dossierKosten ten laste van verwerende partij"
"1617/0406","Lieselotte","Samenhangend met 1617/0403, 1617/0408, 1617/0410, 1617/0414, 1617/0401, 1617/0353OnontvankelijkGebrek aan voorwerp door vernietiging in samenhangend dossierKosten ten laste van verwerende partij"
"1617/0353","Lieselotte","Samenhangend met 1617/0403, 1617/0408, 1617/0410, 1617/0414, 1617/0406, 1617/0401OnontvankelijkGebrek aan voorwerp door vernietiging in samenhangend dossierKosten ten laste van verwerende partij"
"1617/0486","Jolien","VernietigingBelang "
"1617/0486","Jolien","Hinder en nadelen "
"1617/0486","Jolien","WZC "
"1617/0486","Jolien","Omwonenden "
"1617/0486","Jolien","Visuele hinder "
"1617/0486","Jolien","MobiliteitsimpactBeoordeling goede RO "
"1617/0486","Jolien","Herstelbeslissing "
"1617/0486","Jolien","Verstrengde motiveringsplicht "
"1617/0486","Jolien","Schaalbreuk "
"1617/0486","Jolien","Replieknota overgenomen "
"1617/0486","Jolien","Onmiddellijke omgeving "
"1617/0486","Jolien","Beleidsmatig gewenste ontwikkelingen niet gepreciseerd "
"1617/0486","Jolien","Verwijzing naar ‘verdichting’ volstaat nietVoorwaarden en planaanpassingen "
"1617/0486","Jolien","Belang bij het middel "
"1617/0486","Jolien","Bijkomende parkeerplaatsen vs. beperking ontbossing "
"1617/0486","Jolien","Voorwaarden tegenstrijdig en onvoldoende precies"
"1718/0548","Heidi","Schorsing verworpenGeen hoogdringendheid "
"1718/0548","Heidi","Omgevingsvergunning elektriciteitscabine "
"1718/0548","Heidi","Reeds uitgevoerd"
"1718/0634","Heidi","Afstand"
"1718/0676","Jolien","Schorsing verworpenWoningbouw "
"1718/0676","Jolien","Vergunninghouder verklaart werken nog niet uit te voeren "
"1718/0676","Jolien","Schorsing doelloos "
"1718/0676","Jolien","Nieuwe schorsingsvordering mogelijk bij nieuwe feiten"
"1617/0634","Thibault","OngegrondOntvankelijkheid administratief beroep "
"1617/0634","Thibault","Belang "
"1617/0634","Thibault","Afdoende omschreven "
"1617/0634","Thibault","Privacyhinder "
"1617/0634","Thibault","Afdoende gemotiveerdWeigeringsbeslissing verkaveling "
"1617/0634","Thibault","Voorschriften BPA "
"1617/0634","Thibault","Woningen in tweede bouwlijn "
"1617/0634","Thibault","Ontsluitingsweg buiten zone voor wegenis "
"1617/0634","Thibault","Geen afwijking mogelijk Kritiek op overtollige motieven"
"1617/0660","Patrick","OnontvankelijkGeen ontvankelijk middel"
"1718/0560","Claire","Schorsing verworpen Geen hoogdringendheid "
"1718/0560","Claire","Opslagplaatsen "
"1718/0560","Claire","Vordering CBS en gemeente "
"1718/0560","Claire","Mobiliteitsimpact en risico brandveiligheid onvoldoende concreet "
"1718/0560","Claire","Bestuursopdracht niet in het gedrang gebracht"
"1617/0387","Patrick","VernietigingFunctiewijziging kantoor "
"1617/0387","Patrick","Hinder en nadelen "
"1617/0387","Patrick","Verhoogde mobiliteit "
"1617/0387","Patrick","Woning te koop "
"1617/0387","Patrick","Behoud actueel belang Geen impliciete verzaking door indienen nieuwe aanvraag Bestaanbaarheid woongebied "
"1617/0387","Patrick","Dienstverlening "
"1617/0387","Patrick","Parkeerimpact kantoorfunctie "
"1617/0387","Patrick","Geen afdoende onderzoek "
"1617/0387","Patrick","Gebruik naburige parking"
"1617/0388","Patrick","OngegrondWeigeringsbeslissing "
"1617/0388","Patrick","Appartementen "
"1617/0388","Patrick","Goede RO "
"1617/0388","Patrick","Determinerende weigeringsmotieven "
"1617/0388","Patrick","Niet onredelijk "
"1617/0388","Patrick","Gelijkheidsbeginsel "
"1617/0388","Patrick","Ander vergunningverlenende overheid "
"1617/0388","Patrick","Andere ligging (navigator) "
"1617/0388","Patrick","Tekort aan parkeervoorziening "
"1617/0388","Patrick","Parkeerverordening "
"1617/0388","Patrick","Woningdichtheid "
"1617/0388","Patrick","Geen verplichting om planaanpassingen te onderzoeken (navigator) "
"1617/0388","Patrick","Verslag PSA "
"1617/0388","Patrick","Afdoende gemotiveerd"
"1617/0430","Claire","OngegrondRegelgeving openbaar onderzoek "
"1617/0430","Claire","Plaats van aanplakking "
"1617/0430","Claire","Openbare weg (navigator) "
"1617/0430","Claire","Openbaar onderzoek in het gedrang gebrachtWeigeringsbeslissing zendmast "
"1617/0430","Claire","Beoordeling goede RO "
"1617/0430","Claire","Visuele impact "
"1617/0430","Claire","Alternatievenonderzoek "
"1617/0430","Claire","Gebrek aan informatie site-sharing "
"1617/0430","Claire","Draagkrachtig weigeringsmotief"
"1617/0642","Jona","Samengevoegd met 1617/0621VernietigingVerzaking aan eerste bestreden beslissing "
"1617/0642","Jona","Sloopvergunning Kosten ten laste van tussenkomende partijen "
"1617/0642","Jona","Geen RPV ten laste gelegdNieuwbouw "
"1617/0642","Jona","Twee aanvragers verzaken, maar CBS niet "
"1617/0642","Jona","Vordering ten gronde beoordelenBrandveiligheid "
"1617/0642","Jona","Omwonenden "
"1617/0642","Jona","Belang bij het middel "
"1617/0642","Jona","Voorwaarden brandweer "
"1617/0642","Jona","Niet conform (navigator)Beoordeling goede RO "
"1617/0642","Jona","Niet afdoende "
"1617/0642","Jona","Bebouwing in tweede bouwlijn "
"1617/0642","Jona","Verstrengde motiveringsplicht "
"1617/0642","Jona","Onmiddellijke omgevingRPV "
"1617/0642","Jona","Meerdere verzoekende partijen "
"1617/0642","Jona","Basisbedrag "
"1617/0642","Jona","Verhoogd omwille van schorsingsprocedure "
"1617/0642","Jona","840 euroGeen injunctie opgelegd tot nemen van herstelbeslissing"
"1617/0661","Jens","OngegrondWeigeringsbeslissing "
"1617/0661","Jens","Herstelbeslissing "
"1617/0661","Jens","Onverenigbaarheid met stedelijke verordening "
"1617/0661","Jens","Maximale breedte oprit "
"1617/0661","Jens","Niet onredelijk "
"1617/0661","Jens","Geen beperkte afwijking "
"1617/0661","Jens","Essentieel gegeven van de verordening "
"1617/0661","Jens","Geen verplichting om beperkte afwijkingen toe te staan"
"1617/0665","Thibault","VernietigingHoedanigheid CBS "
"1617/0665","Thibault","Beslissing om in rechte te tredenBelang CBS "
"1617/0665","Thibault","Ontvankelijkheid middelenBelang bij het middel "
"1617/0665","Thibault","Meergezinswoning WUG "
"1617/0665","Thibault","Feitelijke ordening van het gebied volstaat niet "
"1617/0665","Thibault","Gezag van gewijsde "
"1617/0665","Thibault","Meergezinswoning is geen groepswoningbouw (navigator)RPV "
"1617/0665","Thibault","Basisbedrag toegekend"
"1718/0527","Ingrid","Schorsing verworpenGentse Voorhaven "
"1718/0527","Ingrid","Aanleg plein "
"1718/0527","Ingrid","Hypothekeren parkeeroplossing "
"1718/0527","Ingrid","Financieel herstelbaar "
"1718/0527","Ingrid","Aantasting beschermde stadsgezicht "
"1718/0527","Ingrid","Niet afdoende concreet (navigator)"
"1718/0590","Jona","Schorsing verworpenSchorsing gevraagd zonder tijdige vordering tot vernietiging"
"1718/0642","Jona","VernietigingVerzaking LA vrijgesteld van rolrecht "
"1718/0642","Jona","Geen in het ongelijk gestelde partij "
"1718/0642","Jona","Geen RPV"
"1516/0216","Ben","Samenhangend met 1617/0345Afstand"
"1617/0021","Heidi","VernietigingOntvankelijkheid tussenkomst "
"1617/0021","Heidi","Belang "
"1617/0021","Heidi","Niet te restrictief Uitputtingsvereiste "
"1617/0021","Heidi","Ontvankelijkheid administratief beroep "
"1617/0021","Heidi","Openbare orde "
"1617/0021","Heidi","Ondertekening beroepschrift "
"1617/0021","Heidi","Machtiging vzw (navigator) "
"1617/0021","Heidi","Omer WattezWatertoets "
"1617/0021","Heidi","Belang bij het middel "
"1617/0021","Heidi","Overstromingsgevoelig gebied "
"1617/0021","Heidi","Schending motivering "
"1617/0021","Heidi","Geen afdoende onderzoek "
"1617/0021","Heidi","Voorwaarde dat wateroverlast moet worden vermeden "
"1617/0021","Heidi","Onvoldoende precies en afhankelijk van bijkomende beoordeling "
"1617/0021","Heidi","Wateradvies vereist van gemeentelijke dienst "
"1617/0021","Heidi","Bestuurlijke lus "
"1617/0021","Heidi","Verworpen (navigator)"
"1617/0345","Ben","Samenhangend met 1516/0216Afstand"
"1718/0284","Lieselotte","Afstand Versnelde RP na niet-SA"
"1718/0315","Katrien W.","Schorsing verworpenGebrek aan hoogdringendheid "
"1718/0315","Katrien W.","Bouw woning "
"1718/0315","Katrien W.","Geen aanwijzing dat bouw zal starten "
"1718/0315","Katrien W.","Enige terughoudendheid van bouwheer verwacht "
"1718/0315","Katrien W.","Zichthinder niet bewezen"
"1718/0551","Saartje","Afstand schorsingsvordering"
"1516/0692","Saartje","VernietigingOntvankelijkheid "
"1516/0692","Saartje","Belang "
"1516/0692","Saartje","Uitputtingsvereiste (navigator) "
"1516/0692","Saartje","Tijdigheid administratief beroep "
"1516/0692","Saartje","Impact woonkwaliteit "
"1516/0692","Saartje","Regularisatie uitbreiding garage/poolhouse "
"1516/0692","Saartje","Eerste vergunning nog niet definitiefTijdigheid administratief dossier "
